weight,height,G,AB,HR
195.0,72.0,11,2.0,0.0
195.0,72.0,45,29.0,0.0
195.0,72.0,12,0.0,0.0
175.0,73.0,12,26.0,0.0
175.0,74.0,5,0.0,0.0
175.0,74.0,29,4.0,0.0
175.0,74.0,5,0.0,0.0
175.0,74.0,3,0.0,0.0
190.0,72.0,1,2.0,0.0
190.0,72.0,14,48.0,0.0
190.0,72.0,62,159.0,4.0
190.0,72.0,61,196.0,6.0
190.0,72.0,138,476.0,15.0
190.0,72.0,154,533.0,16.0
190.0,72.0,140,495.0,16.0
190.0,72.0,161,587.0,14.0
190.0,72.0,156,586.0,12.0
190.0,72.0,153,563.0,27.0
190.0,72.0,143,511.0,5.0
190.0,72.0,90,318.0,5.0
190.0,72.0,33,107.0,1.0
150.0,71.0,1,2.0,0.0
150.0,71.0,1,2.0,0.0
150.0,71.0,37,74.0,0.0
150.0,71.0,28,49.0,0.0
150.0,71.0,40,90.0,0.0
150.0,71.0,34,74.0,0.0
175.0,72.0,37,46.0,2.0
175.0,72.0,34,48.0,0.0
175.0,72.0,11,3.0,0.0
205.0,73.0,45,0.0,0.0
205.0,73.0,4,0.0,0.0
165.0,68.0,4,8.0,0.0
165.0,68.0,31,40.0,0.0
165.0,68.0,26,49.0,0.0
165.0,68.0,12,9.0,0.0
180.0,74.0,6,6.0,0.0
180.0,74.0,48,122.0,2.0
180.0,74.0,150,492.0,7.0
180.0,74.0,155,515.0,2.0
180.0,74.0,162,695.0,8.0
180.0,74.0,162,676.0,2.0
180.0,74.0,103,434.0,1.0
180.0,74.0,158,645.0,3.0
180.0,74.0,97,405.0,0.0
180.0,74.0,48,152.0,1.0
180.0,74.0,117,355.0,4.0
180.0,74.0,34,66.0,1.0
180.0,74.0,24,70.0,2.0
180.0,74.0,118,359.0,4.0
225.0,75.0,7,1.0,0.0
225.0,75.0,33,1.0,0.0
170.0,76.0,3,3.0,0.0
170.0,76.0,13,23.0,0.0
170.0,76.0,3,1.0,0.0
170.0,76.0,31,0.0,0.0
170.0,76.0,37,0.0,0.0
170.0,76.0,27,23.0,0.0
185.0,72.0,2,1.0,0.0
175.0,69.0,67,199.0,7.0
175.0,69.0,67,191.0,7.0
175.0,69.0,69,196.0,7.0
175.0,69.0,135,455.0,14.0
175.0,69.0,136,483.0,10.0
175.0,69.0,8,25.0,0.0
175.0,69.0,61,113.0,3.0
175.0,69.0,2,0.0,0.0
175.0,69.0,125,425.0,5.0
175.0,69.0,1,1.0,0.0
160.0,69.0,14,23.0,0.0
160.0,69.0,74,306.0,0.0
175.0,72.0,2,4.0,0.0
175.0,72.0,8,18.0,0.0
175.0,72.0,13,31.0,0.0
175.0,72.0,10,20.0,0.0
175.0,72.0,16,35.0,0.0
175.0,72.0,30,63.0,0.0
175.0,72.0,12,20.0,0.0
175.0,72.0,28,74.0,0.0
175.0,72.0,36,99.0,0.0
175.0,72.0,38,94.0,0.0
175.0,72.0,16,30.0,0.0
175.0,72.0,1,1.0,0.0
170.0,72.0,17,5.0,0.0
170.0,72.0,2,0.0,0.0
180.0,72.0,76,265.0,4.0
180.0,72.0,93,318.0,3.0
180.0,72.0,150,584.0,26.0
180.0,72.0,131,462.0,11.0
180.0,72.0,144,532.0,4.0
180.0,72.0,39,121.0,1.0
180.0,72.0,138,528.0,3.0
160.0,70.0,8,18.0,1.0
160.0,70.0,31,48.0,0.0
170.0,70.0,13,23.0,0.0
170.0,70.0,20,21.0,0.0
170.0,70.0,26,83.0,0.0
170.0,70.0,22,47.0,2.0
170.0,70.0,4,10.0,0.0
170.0,70.0,3,3.0,0.0
160.0,67.0,8,25.0,0.0
160.0,67.0,10,37.0,0.0
160.0,67.0,157,601.0,14.0
160.0,67.0,122,425.0,5.0
160.0,67.0,133,494.0,6.0
160.0,67.0,10,20.0,0.0
160.0,67.0,147,535.0,15.0
160.0,67.0,144,548.0,8.0
160.0,67.0,160,583.0,13.0
160.0,67.0,149,552.0,16.0
160.0,67.0,157,576.0,26.0
160.0,67.0,149,512.0,22.0
160.0,67.0,146,498.0,17.0
160.0,67.0,141,472.0,27.0
160.0,67.0,153,521.0,22.0
160.0,67.0,132,441.0,13.0
160.0,67.0,127,436.0,9.0
160.0,67.0,141,461.0,11.0
160.0,67.0,90,308.0,8.0
160.0,67.0,134,463.0,14.0
160.0,67.0,123,404.0,16.0
160.0,67.0,116,365.0,6.0
170.0,73.0,1,1.0,0.0
195.0,75.0,40,36.0,0.0
195.0,75.0,33,71.0,0.0
195.0,75.0,34,76.0,0.0
195.0,75.0,34,74.0,0.0
195.0,75.0,32,66.0,0.0
195.0,75.0,15,24.0,0.0
195.0,75.0,4,7.0,0.0
195.0,75.0,17,31.0,0.0
195.0,75.0,18,33.0,0.0
195.0,75.0,5,7.0,0.0
195.0,75.0,31,44.0,0.0
195.0,75.0,18,2.0,0.0
195.0,75.0,5,6.0,0.0
195.0,75.0,34,4.0,0.0
195.0,75.0,60,16.0,0.0
195.0,75.0,31,0.0,0.0
195.0,75.0,29,0.0,0.0
155.0,68.0,25,89.0,0.0
155.0,68.0,81,273.0,1.0
155.0,68.0,138,481.0,0.0
155.0,68.0,147,491.0,1.0
155.0,68.0,62,193.0,0.0
155.0,68.0,99,315.0,1.0
155.0,68.0,101,338.0,1.0
155.0,68.0,88,300.0,0.0
180.0,70.0,88,307.0,1.0
180.0,73.0,27,44.0,1.0
180.0,73.0,16,33.0,1.0
180.0,73.0,32,49.0,1.0
180.0,73.0,40,18.0,0.0
180.0,73.0,41,13.0,0.0
180.0,73.0,46,33.0,0.0
180.0,73.0,39,10.0,0.0
180.0,73.0,46,23.0,2.0
180.0,73.0,22,0.0,0.0
180.0,73.0,14,5.0,0.0
180.0,73.0,59,12.0,0.0
180.0,73.0,48,6.0,0.0
180.0,73.0,13,1.0,0.0
190.0,73.0,24,64.0,0.0
190.0,73.0,7,7.0,0.0
185.0,73.0,7,18.0,0.0
185.0,73.0,18,16.0,0.0
130.0,68.0,4,16.0,0.0
130.0,68.0,10,37.0,0.0
130.0,68.0,11,39.0,0.0
130.0,68.0,47,177.0,3.0
180.0,74.0,6,20.0,0.0
180.0,70.0,8,34.0,1.0
180.0,70.0,6,6.0,0.0
185.0,72.0,1,5.0,0.0
185.0,72.0,4,13.0,0.0
185.0,72.0,65,197.0,0.0
185.0,72.0,126,437.0,0.0
185.0,72.0,101,348.0,0.0
185.0,72.0,133,473.0,1.0
185.0,72.0,136,490.0,2.0
185.0,72.0,130,478.0,1.0
185.0,72.0,105,375.0,0.0
185.0,72.0,105,347.0,0.0
185.0,72.0,132,465.0,1.0
185.0,72.0,31,38.0,0.0
185.0,72.0,7,5.0,0.0
178.0,72.0,10,11.0,0.0
178.0,72.0,39,7.0,0.0
170.0,71.0,2,3.0,0.0
210.0,75.0,53,0.0,0.0
210.0,75.0,34,1.0,0.0
210.0,75.0,31,0.0,0.0
210.0,75.0,9,0.0,0.0
210.0,75.0,49,0.0,0.0
215.0,76.0,49,159.0,4.0
215.0,76.0,40,75.0,0.0
215.0,76.0,37,58.0,0.0
215.0,76.0,12,37.0,1.0
215.0,76.0,12,23.0,0.0
215.0,76.0,13,33.0,1.0
215.0,76.0,34,72.0,3.0
215.0,76.0,6,6.0,0.0
215.0,76.0,4,7.0,1.0
175.0,73.0,3,10.0,0.0
175.0,73.0,12,10.0,0.0
175.0,73.0,10,6.0,0.0
190.0,74.0,7,19.0,0.0
190.0,74.0,7,11.0,0.0
172.0,72.0,26,17.0,0.0
172.0,72.0,2,2.0,0.0
172.0,72.0,20,18.0,0.0
155.0,70.0,66,278.0,0.0
155.0,70.0,61,242.0,0.0
155.0,70.0,60,233.0,0.0
155.0,70.0,84,348.0,0.0
155.0,70.0,86,342.0,2.0
155.0,70.0,81,311.0,1.0
155.0,70.0,83,349.0,2.0
155.0,70.0,97,404.0,6.0
155.0,70.0,111,438.0,3.0
155.0,70.0,111,394.0,4.0
155.0,70.0,117,430.0,7.0
155.0,70.0,127,504.0,12.0
155.0,70.0,135,486.0,4.0
155.0,70.0,44,146.0,2.0
155.0,70.0,2,7.0,0.0
163.0,69.0,4,4.0,0.0
163.0,69.0,3,6.0,0.0
163.0,69.0,3,1.0,0.0
200.0,73.0,3,3.0,0.0
200.0,73.0,3,0.0,0.0
195.0,76.0,6,13.0,0.0
165.0,67.0,57,199.0,0.0
165.0,67.0,64,237.0,0.0
165.0,67.0,64,227.0,1.0
165.0,67.0,38,126.0,0.0
165.0,67.0,55,189.0,0.0
165.0,67.0,21,72.0,0.0
165.0,67.0,18,63.0,0.0
185.0,74.0,5,4.0,0.0
185.0,74.0,47,91.0,0.0
185.0,74.0,33,69.0,1.0
185.0,74.0,18,19.0,0.0
185.0,74.0,37,38.0,0.0
200.0,75.0,15,20.0,0.0
200.0,75.0,15,18.0,0.0
200.0,75.0,107,309.0,7.0
200.0,75.0,136,478.0,14.0
200.0,75.0,115,395.0,6.0
200.0,75.0,101,379.0,7.0
200.0,75.0,112,436.0,10.0
200.0,75.0,101,359.0,11.0
200.0,75.0,142,528.0,16.0
200.0,75.0,96,333.0,1.0
200.0,75.0,127,472.0,1.0
200.0,75.0,80,102.0,0.0
200.0,75.0,59,63.0,2.0
200.0,75.0,40,106.0,1.0
195.0,75.0,28,0.0,0.0
195.0,75.0,44,0.0,0.0
195.0,75.0,44,0.0,0.0
195.0,75.0,36,0.0,0.0
195.0,75.0,36,1.0,0.0
195.0,75.0,34,0.0,0.0
195.0,74.0,13,0.0,0.0
195.0,74.0,19,6.0,0.0
195.0,74.0,6,1.0,0.0
195.0,74.0,20,17.0,0.0
195.0,74.0,43,5.0,0.0
195.0,74.0,7,0.0,0.0
195.0,74.0,7,1.0,0.0
195.0,74.0,17,1.0,0.0
185.0,73.0,39,100.0,1.0
185.0,73.0,101,157.0,3.0
185.0,73.0,20,38.0,0.0
185.0,73.0,96,117.0,2.0
185.0,73.0,18,18.0,0.0
185.0,73.0,85,127.0,1.0
185.0,73.0,43,57.0,1.0
210.0,77.0,34,73.0,0.0
210.0,77.0,17,29.0,0.0
210.0,77.0,32,3.0,0.0
210.0,77.0,34,72.0,0.0
210.0,77.0,32,71.0,0.0
210.0,77.0,27,52.0,1.0
210.0,77.0,32,62.0,0.0
210.0,77.0,31,57.0,0.0
210.0,77.0,33,60.0,0.0
210.0,77.0,21,38.0,0.0
210.0,77.0,11,19.0,1.0
210.0,77.0,5,7.0,0.0
190.0,71.0,147,511.0,15.0
190.0,71.0,144,528.0,3.0
190.0,71.0,48,103.0,2.0
190.0,71.0,4,7.0,0.0
190.0,71.0,97,346.0,6.0
176.0,72.0,4,7.0,0.0
176.0,72.0,1,1.0,0.0
176.0,72.0,8,8.0,0.0
185.0,71.0,11,8.0,1.0
185.0,71.0,1,0.0,0.0
180.0,70.0,7,26.0,0.0
175.0,71.0,5,7.0,0.0
175.0,71.0,53,108.0,3.0
175.0,71.0,67,240.0,14.0
175.0,71.0,162,604.0,15.0
175.0,71.0,90,290.0,10.0
175.0,71.0,51,166.0,7.0
175.0,71.0,44,86.0,4.0
175.0,71.0,66,158.0,6.0
175.0,71.0,100,304.0,11.0
175.0,71.0,92,244.0,4.0
175.0,71.0,154,537.0,23.0
175.0,71.0,96,348.0,9.0
175.0,71.0,34,117.0,4.0
175.0,71.0,24,74.0,0.0
175.0,71.0,51,92.0,2.0
188.0,71.0,2,3.0,0.0
188.0,71.0,21,42.0,0.0
188.0,71.0,45,101.0,0.0
188.0,71.0,42,115.0,0.0
188.0,71.0,41,77.0,0.0
188.0,71.0,44,73.0,0.0
188.0,71.0,26,39.0,0.0
188.0,71.0,21,13.0,0.0
188.0,71.0,39,43.0,0.0
188.0,71.0,16,5.0,0.0
167.0,69.0,44,182.0,1.0
167.0,69.0,9,34.0,0.0
156.0,68.0,41,141.0,0.0
156.0,68.0,4,17.0,0.0
156.0,68.0,34,120.0,1.0
156.0,68.0,4,9.0,0.0
190.0,74.0,1,0.0,0.0
145.0,63.0,6,22.0,0.0
145.0,63.0,8,27.0,0.0
140.0,64.0,1,3.0,0.0
140.0,64.0,7,22.0,0.0
160.0,70.0,12,39.0,0.0
160.0,70.0,29,89.0,0.0
178.0,73.0,89,269.0,0.0
178.0,73.0,148,534.0,0.0
178.0,73.0,17,38.0,0.0
180.0,71.0,2,7.0,0.0
180.0,71.0,12,47.0,0.0
150.0,69.0,8,27.0,0.0
160.0,68.0,4,8.0,0.0
175.0,70.0,77,108.0,2.0
175.0,70.0,90,195.0,4.0
175.0,70.0,6,11.0,0.0
175.0,70.0,15,28.0,0.0
175.0,70.0,15,50.0,0.0
175.0,70.0,80,201.0,0.0
175.0,70.0,81,163.0,1.0
175.0,70.0,87,172.0,7.0
200.0,72.0,8,7.0,0.0
200.0,72.0,43,93.0,2.0
200.0,72.0,36,77.0,2.0
200.0,72.0,35,52.0,0.0
200.0,72.0,40,94.0,3.0
200.0,72.0,38,89.0,0.0
200.0,72.0,39,94.0,0.0
200.0,72.0,27,45.0,0.0
175.0,73.0,25,35.0,0.0
175.0,73.0,34,82.0,0.0
175.0,73.0,27,57.0,0.0
175.0,73.0,35,47.0,0.0
175.0,73.0,30,77.0,0.0
175.0,73.0,26,56.0,0.0
175.0,73.0,29,46.0,0.0
175.0,73.0,30,35.0,0.0
175.0,73.0,38,68.0,0.0
175.0,73.0,33,44.0,0.0
175.0,73.0,10,1.0,0.0
200.0,74.0,1,1.0,0.0
205.0,74.0,48,91.0,2.0
205.0,74.0,11,19.0,1.0
205.0,74.0,147,529.0,23.0
205.0,74.0,149,568.0,19.0
205.0,74.0,143,512.0,26.0
205.0,74.0,117,381.0,14.0
205.0,74.0,38,109.0,2.0
205.0,74.0,75,200.0,11.0
205.0,74.0,17,32.0,0.0
205.0,74.0,40,65.0,3.0
175.0,74.0,96,27.0,1.0
175.0,74.0,14,9.0,0.0
200.0,75.0,114,389.0,9.0
200.0,75.0,100,378.0,9.0
200.0,75.0,147,487.0,9.0
200.0,75.0,151,539.0,18.0
200.0,75.0,158,592.0,18.0
200.0,75.0,152,584.0,18.0
200.0,75.0,152,589.0,21.0
200.0,75.0,155,592.0,26.0
200.0,75.0,128,472.0,10.0
200.0,75.0,135,502.0,11.0
200.0,75.0,122,431.0,14.0
200.0,75.0,74,260.0,6.0
168.0,69.0,24,37.0,0.0
168.0,69.0,43,109.0,0.0
168.0,69.0,44,88.0,0.0
168.0,69.0,31,46.0,0.0
165.0,71.0,5,5.0,0.0
170.0,69.0,6,14.0,0.0
170.0,69.0,6,7.0,0.0
170.0,69.0,2,1.0,0.0
210.0,75.0,4,4.0,1.0
210.0,75.0,6,18.0,2.0
210.0,75.0,53,135.0,4.0
210.0,75.0,92,315.0,6.0
210.0,75.0,69,181.0,4.0
210.0,75.0,52,141.0,4.0
210.0,75.0,21,59.0,0.0
210.0,75.0,74,198.0,4.0
210.0,75.0,13,19.0,0.0
210.0,75.0,2,2.0,0.0
165.0,70.0,22,44.0,1.0
165.0,70.0,93,130.0,0.0
165.0,70.0,19,35.0,0.0
165.0,70.0,33,62.0,0.0
165.0,70.0,103,399.0,3.0
165.0,70.0,116,390.0,3.0
165.0,70.0,105,206.0,2.0
165.0,70.0,129,242.0,1.0
165.0,70.0,115,172.0,1.0
165.0,70.0,13,21.0,0.0
165.0,70.0,21,22.0,0.0
160.0,70.0,85,345.0,5.0
160.0,70.0,146,585.0,7.0
160.0,70.0,154,649.0,25.0
160.0,70.0,142,589.0,8.0
160.0,70.0,115,437.0,3.0
160.0,70.0,142,537.0,9.0
160.0,70.0,116,438.0,4.0
160.0,70.0,146,577.0,7.0
160.0,70.0,150,599.0,3.0
160.0,70.0,136,535.0,3.0
160.0,70.0,140,569.0,2.0
160.0,70.0,56,168.0,4.0
160.0,70.0,48,175.0,2.0
160.0,70.0,90,255.0,2.0
160.0,70.0,78,189.0,2.0
160.0,70.0,110,308.0,1.0
160.0,70.0,88,265.0,2.0
160.0,70.0,70,136.0,0.0
200.0,74.0,22,38.0,1.0
200.0,74.0,29,49.0,1.0
200.0,74.0,21,37.0,0.0
200.0,74.0,33,44.0,0.0
200.0,74.0,27,6.0,0.0
200.0,74.0,13,11.0,0.0
200.0,74.0,8,11.0,0.0
170.0,72.0,5,9.0,0.0
186.0,70.0,8,13.0,0.0
186.0,70.0,40,51.0,0.0
186.0,70.0,39,44.0,1.0
186.0,70.0,31,82.0,1.0
185.0,72.0,8,22.0,0.0
185.0,72.0,3,8.0,0.0
185.0,72.0,1,1.0,0.0
160.0,70.0,10,10.0,0.0
160.0,70.0,4,3.0,0.0
160.0,70.0,33,44.0,0.0
183.0,72.0,5,1.0,0.0
183.0,72.0,33,50.0,0.0
183.0,72.0,21,29.0,0.0
185.0,71.0,7,14.0,0.0
185.0,71.0,7,26.0,0.0
185.0,71.0,8,32.0,0.0
205.0,71.0,12,35.0,0.0
205.0,71.0,96,274.0,6.0
205.0,71.0,107,335.0,14.0
205.0,71.0,97,278.0,10.0
205.0,71.0,84,222.0,8.0
205.0,71.0,16,47.0,1.0
205.0,71.0,71,202.0,3.0
205.0,71.0,52,118.0,3.0
205.0,71.0,78,239.0,2.0
205.0,71.0,50,126.0,0.0
205.0,71.0,29,56.0,2.0
205.0,71.0,32,59.0,2.0
205.0,71.0,56,127.0,10.0
205.0,71.0,42,115.0,2.0
205.0,71.0,2,1.0,0.0
175.0,72.0,12,11.0,0.0
185.0,73.0,1,1.0,0.0
185.0,73.0,1,3.0,0.0
185.0,73.0,24,25.0,0.0
185.0,73.0,42,66.0,0.0
185.0,73.0,36,39.0,0.0
185.0,73.0,1,0.0,0.0
185.0,73.0,12,15.0,0.0
195.0,73.0,40,19.0,0.0
195.0,73.0,57,9.0,0.0
195.0,73.0,48,20.0,0.0
195.0,73.0,36,55.0,0.0
195.0,73.0,43,26.0,0.0
195.0,73.0,36,77.0,1.0
195.0,73.0,23,43.0,0.0
195.0,73.0,35,79.0,1.0
195.0,73.0,36,55.0,0.0
195.0,73.0,24,39.0,0.0
195.0,73.0,34,6.0,0.0
195.0,73.0,51,8.0,0.0
175.0,73.0,3,1.0,0.0
168.0,68.0,10,33.0,0.0
168.0,68.0,100,326.0,3.0
168.0,68.0,132,458.0,7.0
168.0,68.0,153,546.0,3.0
168.0,68.0,118,385.0,4.0
168.0,68.0,153,605.0,2.0
168.0,68.0,148,600.0,4.0
168.0,68.0,13,16.0,0.0
168.0,68.0,133,503.0,0.0
168.0,68.0,12,35.0,0.0
180.0,70.0,27,90.0,1.0
235.0,77.0,51,1.0,1.0
235.0,77.0,29,1.0,0.0
235.0,77.0,53,3.0,0.0
235.0,77.0,43,4.0,0.0
235.0,77.0,76,9.0,1.0
235.0,77.0,52,6.0,0.0
235.0,77.0,26,6.0,0.0
235.0,77.0,56,3.0,0.0
235.0,77.0,34,0.0,0.0
235.0,77.0,18,0.0,0.0
235.0,77.0,52,1.0,0.0
235.0,77.0,58,0.0,0.0
235.0,77.0,61,3.0,0.0
235.0,77.0,56,1.0,0.0
235.0,77.0,50,10.0,0.0
235.0,77.0,26,0.0,0.0
155.0,69.0,17,36.0,0.0
155.0,69.0,2,2.0,0.0
160.0,70.0,47,74.0,0.0
160.0,70.0,59,126.0,0.0
160.0,70.0,115,271.0,5.0
160.0,70.0,121,294.0,4.0
160.0,70.0,116,322.0,5.0
160.0,70.0,120,349.0,4.0
160.0,70.0,111,331.0,1.0
160.0,70.0,31,89.0,0.0
160.0,70.0,85,294.0,3.0
160.0,70.0,124,417.0,3.0
160.0,70.0,91,269.0,0.0
160.0,70.0,118,371.0,5.0
160.0,70.0,89,293.0,0.0
160.0,70.0,66,57.0,0.0
160.0,70.0,52,49.0,0.0
160.0,70.0,50,52.0,0.0
160.0,70.0,49,38.0,1.0
160.0,70.0,37,33.0,0.0
160.0,70.0,47,42.0,0.0
160.0,70.0,7,7.0,0.0
160.0,70.0,1,1.0,0.0
196.0,69.0,42,125.0,2.0
196.0,69.0,19,68.0,3.0
196.0,69.0,146,522.0,15.0
196.0,69.0,123,383.0,17.0
196.0,69.0,72,217.0,7.0
196.0,69.0,5,10.0,0.0
196.0,69.0,6,8.0,0.0
155.0,68.0,90,289.0,0.0
220.0,75.0,35,79.0,3.0
220.0,75.0,3,9.0,0.0
220.0,75.0,5,7.0,0.0
220.0,75.0,6,14.0,1.0
220.0,75.0,10,16.0,0.0
164.0,68.0,27,65.0,2.0
164.0,68.0,83,217.0,8.0
164.0,68.0,56,89.0,6.0
164.0,68.0,52,84.0,3.0
164.0,68.0,38,53.0,4.0
164.0,68.0,6,6.0,1.0
164.0,68.0,42,39.0,0.0
164.0,68.0,5,6.0,1.0
164.0,68.0,7,8.0,0.0
160.0,72.0,1,2.0,0.0
160.0,72.0,43,156.0,2.0
160.0,72.0,18,69.0,0.0
180.0,72.0,1,0.0,0.0
180.0,72.0,32,17.0,0.0
180.0,72.0,33,20.0,0.0
155.0,66.0,4,15.0,0.0
185.0,71.0,2,9.0,0.0
185.0,71.0,7,25.0,0.0
185.0,71.0,5,16.0,0.0
185.0,71.0,9,36.0,0.0
185.0,71.0,20,70.0,2.0
185.0,71.0,70,276.0,3.0
185.0,71.0,58,210.0,4.0
185.0,71.0,5,20.0,0.0
185.0,71.0,18,55.0,0.0
150.0,66.0,1,3.0,0.0
150.0,66.0,34,119.0,0.0
150.0,66.0,17,60.0,0.0
150.0,66.0,7,18.0,0.0
175.0,69.0,99,310.0,2.0
175.0,69.0,104,298.0,4.0
175.0,69.0,122,300.0,3.0
175.0,69.0,86,180.0,3.0
175.0,69.0,55,63.0,0.0
175.0,69.0,95,122.0,2.0
175.0,69.0,87,159.0,2.0
175.0,69.0,75,138.0,2.0
240.0,76.0,58,179.0,5.0
240.0,76.0,87,214.0,7.0
240.0,76.0,88,242.0,5.0
240.0,76.0,18,39.0,2.0
240.0,76.0,14,17.0,1.0
240.0,76.0,42,97.0,2.0
240.0,76.0,21,17.0,0.0
160.0,67.0,5,9.0,0.0
180.0,70.0,7,30.0,0.0
180.0,70.0,21,53.0,0.0
180.0,70.0,138,448.0,1.0
180.0,70.0,77,227.0,0.0
180.0,70.0,38,115.0,0.0
180.0,70.0,12,29.0,0.0
180.0,70.0,143,489.0,2.0
180.0,70.0,137,471.0,0.0
180.0,70.0,114,408.0,2.0
180.0,70.0,132,450.0,0.0
180.0,70.0,79,284.0,1.0
180.0,70.0,151,521.0,1.0
180.0,70.0,144,495.0,0.0
180.0,70.0,83,271.0,0.0
198.0,72.0,86,249.0,0.0
198.0,72.0,25,79.0,1.0
198.0,72.0,81,136.0,1.0
185.0,72.0,16,22.0,0.0
185.0,72.0,39,61.0,0.0
185.0,72.0,34,60.0,0.0
185.0,72.0,8,8.0,0.0
185.0,72.0,30,3.0,0.0
185.0,72.0,34,2.0,0.0
185.0,72.0,32,2.0,0.0
185.0,72.0,26,2.0,0.0
185.0,72.0,33,1.0,0.0
185.0,72.0,34,5.0,0.0
185.0,72.0,33,5.0,0.0
185.0,72.0,34,2.0,0.0
185.0,72.0,32,1.0,0.0
185.0,72.0,25,3.0,0.0
185.0,72.0,8,18.0,0.0
185.0,72.0,34,73.0,0.0
185.0,72.0,33,51.0,0.0
185.0,72.0,30,42.0,0.0
185.0,72.0,19,26.0,0.0
185.0,72.0,10,13.0,0.0
165.0,69.0,27,100.0,0.0
165.0,69.0,33,135.0,0.0
165.0,69.0,1,4.0,0.0
165.0,69.0,95,400.0,1.0
165.0,69.0,1,4.0,0.0
165.0,69.0,12,45.0,0.0
160.0,71.0,15,12.0,0.0
160.0,71.0,22,4.0,0.0
190.0,73.0,1,0.0,0.0
180.0,73.0,26,85.0,0.0
180.0,73.0,13,9.0,0.0
175.0,71.0,55,200.0,0.0
175.0,71.0,128,390.0,7.0
175.0,71.0,145,534.0,9.0
175.0,71.0,116,414.0,2.0
175.0,71.0,153,560.0,10.0
175.0,71.0,70,210.0,6.0
175.0,71.0,103,353.0,7.0
175.0,71.0,8,13.0,0.0
175.0,71.0,146,524.0,19.0
175.0,71.0,110,399.0,12.0
175.0,71.0,150,519.0,10.0
175.0,71.0,32,107.0,3.0
185.0,72.0,36,81.0,1.0
185.0,72.0,51,56.0,0.0
185.0,72.0,132,525.0,7.0
185.0,72.0,122,469.0,16.0
185.0,72.0,126,456.0,12.0
185.0,72.0,131,480.0,6.0
185.0,72.0,153,619.0,4.0
185.0,72.0,147,605.0,8.0
185.0,72.0,138,453.0,5.0
185.0,72.0,135,450.0,6.0
185.0,72.0,70,166.0,0.0
185.0,72.0,4,4.0,0.0
200.0,76.0,8,1.0,0.0
158.0,68.0,4,22.0,0.0
158.0,68.0,55,176.0,1.0
158.0,68.0,61,159.0,3.0
158.0,68.0,78,265.0,5.0
158.0,68.0,92,296.0,2.0
158.0,68.0,78,243.0,1.0
158.0,68.0,52,191.0,3.0
158.0,68.0,85,305.0,4.0
158.0,68.0,84,190.0,3.0
158.0,68.0,42,151.0,0.0
158.0,68.0,46,93.0,0.0
158.0,68.0,16,27.0,0.0
167.0,66.0,136,444.0,4.0
167.0,66.0,115,341.0,9.0
167.0,66.0,97,263.0,3.0
167.0,66.0,93,233.0,1.0
190.0,75.0,4,3.0,0.0
190.0,75.0,26,44.0,1.0
175.0,69.0,42,97.0,3.0
175.0,69.0,24,71.0,0.0
175.0,69.0,64,187.0,2.0
175.0,69.0,83,274.0,4.0
175.0,69.0,86,180.0,2.0
175.0,69.0,4,3.0,0.0
175.0,69.0,141,427.0,8.0
175.0,69.0,155,555.0,10.0
175.0,69.0,114,378.0,8.0
175.0,69.0,71,192.0,6.0
175.0,69.0,14,34.0,0.0
175.0,69.0,32,106.0,1.0
175.0,69.0,56,170.0,5.0
175.0,69.0,4,11.0,0.0
175.0,69.0,67,156.0,6.0
175.0,69.0,28,70.0,1.0
160.0,68.0,32,122.0,2.0
160.0,68.0,40,111.0,0.0
160.0,68.0,30,50.0,0.0
160.0,68.0,19,62.0,0.0
198.0,73.0,23,7.0,0.0
198.0,73.0,35,20.0,0.0
198.0,73.0,5,0.0,0.0
198.0,73.0,23,41.0,0.0
198.0,73.0,38,23.0,1.0
198.0,73.0,1,1.0,0.0
175.0,74.0,3,3.0,0.0
172.0,73.0,9,1.0,0.0
172.0,73.0,12,9.0,0.0
190.0,74.0,19,17.0,0.0
190.0,74.0,3,8.0,0.0
190.0,74.0,56,73.0,0.0
190.0,74.0,47,94.0,0.0
190.0,74.0,38,76.0,0.0
190.0,74.0,37,94.0,0.0
190.0,74.0,5,7.0,0.0
190.0,74.0,16,16.0,0.0
190.0,74.0,2,3.0,0.0
200.0,78.0,27,4.0,0.0
200.0,78.0,34,5.0,0.0
200.0,78.0,30,5.0,0.0
200.0,78.0,26,4.0,0.0
200.0,78.0,33,4.0,0.0
200.0,78.0,32,62.0,0.0
200.0,78.0,17,25.0,1.0
200.0,78.0,3,2.0,0.0
200.0,78.0,3,0.0,0.0
165.0,68.0,84,341.0,6.0
165.0,68.0,98,378.0,0.0
165.0,68.0,110,422.0,2.0
165.0,68.0,102,410.0,2.0
165.0,68.0,101,381.0,0.0
200.0,75.0,15,19.0,0.0
200.0,75.0,9,14.0,0.0
200.0,75.0,5,2.0,0.0
200.0,75.0,20,34.0,0.0
200.0,75.0,33,62.0,0.0
200.0,75.0,35,80.0,0.0
200.0,75.0,32,83.0,0.0
200.0,75.0,29,62.0,0.0
200.0,75.0,30,49.0,1.0
200.0,75.0,21,45.0,1.0
200.0,75.0,25,49.0,0.0
200.0,75.0,15,6.0,0.0
200.0,75.0,70,17.0,0.0
200.0,75.0,26,32.0,0.0
200.0,75.0,16,16.0,0.0
200.0,75.0,54,36.0,0.0
200.0,75.0,22,3.0,0.0
200.0,75.0,19,6.0,0.0
200.0,75.0,21,1.0,0.0
200.0,75.0,45,1.0,0.0
