weight,height,G,AB,HR
185.0,73.0,78,293.0,2.0
185.0,73.0,121,293.0,4.0
185.0,73.0,86,177.0,6.0
185.0,73.0,107,328.0,9.0
185.0,73.0,9,10.0,1.0
175.0,71.0,126,468.0,5.0
175.0,71.0,142,523.0,16.0
175.0,71.0,128,469.0,5.0
175.0,71.0,29,74.0,1.0
175.0,71.0,144,582.0,5.0
175.0,71.0,90,306.0,1.0
175.0,71.0,66,147.0,2.0
175.0,71.0,50,116.0,0.0
175.0,71.0,4,5.0,0.0
175.0,71.0,40,131.0,1.0
175.0,71.0,39,119.0,0.0
175.0,71.0,35,32.0,0.0
175.0,71.0,19,56.0,0.0
200.0,71.0,5,5.0,0.0
200.0,71.0,2,5.0,0.0
200.0,71.0,95,207.0,4.0
200.0,71.0,99,264.0,7.0
200.0,71.0,5,6.0,0.0
200.0,71.0,57,167.0,2.0
200.0,71.0,100,338.0,13.0
200.0,71.0,85,232.0,5.0
190.0,72.0,7,5.0,0.0
185.0,75.0,18,0.0,0.0
185.0,75.0,9,14.0,0.0
185.0,75.0,12,14.0,0.0
185.0,75.0,5,8.0,0.0
185.0,75.0,20,39.0,0.0
185.0,75.0,32,62.0,0.0
185.0,75.0,16,24.0,0.0
186.0,71.0,5,3.0,0.0
186.0,71.0,5,7.0,0.0
186.0,71.0,6,0.0,0.0
186.0,71.0,31,0.0,0.0
186.0,71.0,46,7.0,0.0
186.0,71.0,47,0.0,0.0
186.0,71.0,57,0.0,0.0
186.0,71.0,56,0.0,0.0
186.0,71.0,49,5.0,0.0
186.0,71.0,28,2.0,0.0
205.0,75.0,6,7.0,0.0
205.0,75.0,21,42.0,0.0
205.0,75.0,34,62.0,0.0
205.0,75.0,32,55.0,0.0
205.0,75.0,13,16.0,0.0
205.0,75.0,19,37.0,0.0
205.0,75.0,3,4.0,0.0
205.0,75.0,14,11.0,0.0
185.0,71.0,81,182.0,2.0
185.0,71.0,109,304.0,3.0
185.0,71.0,82,210.0,1.0
185.0,71.0,82,215.0,4.0
185.0,71.0,109,374.0,4.0
185.0,71.0,61,161.0,4.0
185.0,71.0,58,154.0,3.0
185.0,73.0,49,129.0,0.0
185.0,73.0,41,113.0,0.0
185.0,73.0,35,69.0,0.0
185.0,73.0,76,224.0,0.0
185.0,73.0,107,352.0,0.0
185.0,73.0,20,61.0,0.0
185.0,73.0,10,13.0,0.0
185.0,73.0,75,195.0,1.0
185.0,73.0,40,65.0,2.0
185.0,73.0,33,86.0,0.0
185.0,73.0,29,97.0,0.0
185.0,73.0,38,98.0,2.0
185.0,73.0,39,125.0,0.0
185.0,73.0,47,141.0,0.0
185.0,73.0,10,12.0,0.0
185.0,73.0,14,33.0,1.0
165.0,69.0,80,192.0,2.0
165.0,69.0,94,304.0,3.0
184.0,72.0,87,308.0,1.0
184.0,72.0,89,322.0,0.0
184.0,72.0,58,207.0,0.0
184.0,72.0,96,329.0,0.0
184.0,72.0,79,247.0,0.0
184.0,72.0,103,353.0,0.0
184.0,72.0,51,138.0,0.0
184.0,72.0,99,302.0,0.0
184.0,72.0,112,346.0,1.0
184.0,72.0,89,249.0,0.0
184.0,72.0,84,227.0,0.0
170.0,70.0,65,245.0,4.0
170.0,70.0,87,327.0,2.0
170.0,70.0,120,446.0,3.0
170.0,70.0,72,260.0,1.0
180.0,74.0,1,1.0,0.0
180.0,74.0,124,461.0,5.0
180.0,74.0,28,52.0,0.0
180.0,74.0,52,130.0,5.0
180.0,74.0,118,470.0,3.0
180.0,74.0,20,30.0,0.0
205.0,71.0,6,16.0,2.0
205.0,71.0,51,134.0,6.0
205.0,71.0,13,32.0,0.0
205.0,71.0,11,35.0,0.0
185.0,72.0,6,13.0,0.0
170.0,70.0,79,223.0,2.0
170.0,70.0,48,148.0,0.0
165.0,69.0,2,1.0,0.0
165.0,69.0,9,15.0,0.0
198.0,74.0,151,555.0,38.0
198.0,74.0,156,617.0,19.0
198.0,74.0,145,602.0,17.0
198.0,74.0,137,528.0,27.0
198.0,74.0,150,615.0,34.0
198.0,74.0,150,589.0,34.0
198.0,74.0,138,534.0,25.0
198.0,74.0,30,113.0,5.0
198.0,74.0,59,199.0,12.0
198.0,74.0,16,32.0,0.0
198.0,74.0,99,407.0,16.0
198.0,74.0,97,329.0,14.0
198.0,74.0,2,2.0,0.0
198.0,74.0,20,41.0,1.0
185.0,74.0,16,45.0,0.0
185.0,74.0,148,518.0,5.0
185.0,74.0,102,375.0,3.0
185.0,74.0,31,123.0,0.0
185.0,74.0,11,42.0,0.0
172.0,69.0,2,5.0,0.0
172.0,69.0,74,188.0,1.0
172.0,69.0,77,112.0,0.0
172.0,69.0,132,469.0,0.0
155.0,67.0,8,14.0,0.0
185.0,73.0,7,17.0,0.0
185.0,73.0,5,4.0,0.0
185.0,73.0,104,186.0,0.0
185.0,73.0,13,15.0,1.0
185.0,73.0,90,78.0,0.0
185.0,73.0,6,6.0,1.0
185.0,73.0,63,145.0,3.0
185.0,73.0,100,121.0,4.0
185.0,73.0,90,140.0,6.0
185.0,73.0,120,271.0,7.0
185.0,73.0,69,140.0,3.0
185.0,73.0,65,130.0,1.0
185.0,73.0,91,172.0,6.0
185.0,73.0,116,289.0,5.0
185.0,73.0,137,385.0,7.0
185.0,73.0,100,205.0,2.0
185.0,73.0,86,194.0,7.0
185.0,73.0,87,181.0,1.0
205.0,76.0,43,30.0,1.0
205.0,76.0,44,13.0,0.0
205.0,76.0,31,60.0,0.0
205.0,76.0,19,28.0,2.0
205.0,76.0,6,0.0,0.0
205.0,76.0,15,2.0,0.0
182.0,72.0,6,25.0,0.0
230.0,73.0,34,93.0,4.0
230.0,73.0,114,353.0,21.0
230.0,73.0,156,577.0,34.0
230.0,73.0,158,578.0,42.0
230.0,73.0,153,538.0,25.0
230.0,73.0,160,544.0,30.0
230.0,73.0,132,468.0,24.0
230.0,73.0,152,536.0,45.0
230.0,73.0,153,561.0,34.0
230.0,73.0,159,554.0,29.0
230.0,73.0,136,460.0,25.0
230.0,73.0,85,298.0,13.0
230.0,73.0,37,106.0,1.0
230.0,73.0,145,488.0,31.0
230.0,73.0,32,81.0,2.0
190.0,71.0,4,2.0,0.0
190.0,71.0,27,35.0,0.0
190.0,71.0,21,10.0,0.0
190.0,71.0,13,13.0,0.0
147.0,68.0,2,0.0,0.0
175.0,73.0,15,1.0,0.0
150.0,70.0,20,71.0,0.0
150.0,70.0,23,76.0,0.0
170.0,74.0,30,5.0,0.0
170.0,74.0,32,0.0,0.0
175.0,73.0,1,0.0,0.0
150.0,69.0,22,40.0,1.0
150.0,69.0,82,183.0,5.0
150.0,69.0,106,384.0,6.0
150.0,69.0,137,540.0,11.0
150.0,69.0,59,233.0,2.0
150.0,69.0,80,300.0,6.0
150.0,69.0,140,439.0,2.0
150.0,69.0,153,500.0,11.0
150.0,69.0,146,562.0,17.0
150.0,69.0,79,293.0,11.0
150.0,69.0,61,214.0,3.0
150.0,69.0,6,12.0,0.0
205.0,76.0,28,4.0,0.0
205.0,76.0,19,4.0,0.0
205.0,76.0,31,2.0,0.0
205.0,76.0,16,5.0,0.0
205.0,76.0,36,1.0,0.0
205.0,73.0,21,54.0,0.0
205.0,73.0,32,91.0,0.0
205.0,73.0,32,107.0,0.0
205.0,73.0,1,4.0,0.0
205.0,73.0,27,90.0,0.0
205.0,73.0,20,65.0,0.0
205.0,73.0,38,124.0,0.0
205.0,73.0,22,69.0,0.0
205.0,73.0,31,99.0,0.0
205.0,73.0,8,15.0,0.0
160.0,71.0,10,21.0,0.0
160.0,71.0,89,305.0,7.0
160.0,71.0,54,165.0,2.0
160.0,71.0,1,1.0,0.0
175.0,74.0,1,0.0,0.0
180.0,69.0,105,310.0,3.0
170.0,72.0,4,9.0,0.0
170.0,72.0,61,160.0,5.0
180.0,72.0,17,40.0,0.0
180.0,72.0,56,135.0,6.0
180.0,72.0,44,123.0,3.0
180.0,72.0,93,245.0,6.0
180.0,72.0,81,232.0,2.0
180.0,72.0,156,529.0,10.0
180.0,72.0,161,537.0,10.0
180.0,72.0,136,450.0,9.0
180.0,72.0,48,109.0,1.0
180.0,72.0,42,108.0,2.0
180.0,72.0,19,45.0,0.0
185.0,67.0,7,22.0,2.0
185.0,67.0,83,293.0,11.0
185.0,67.0,125,469.0,14.0
185.0,67.0,116,415.0,20.0
185.0,67.0,151,597.0,28.0
185.0,67.0,141,547.0,27.0
185.0,67.0,142,534.0,30.0
185.0,67.0,137,503.0,27.0
185.0,67.0,151,584.0,22.0
185.0,67.0,147,541.0,27.0
185.0,67.0,140,521.0,30.0
185.0,67.0,134,482.0,24.0
185.0,67.0,122,433.0,22.0
185.0,67.0,131,472.0,19.0
185.0,67.0,120,359.0,15.0
185.0,67.0,119,395.0,22.0
185.0,67.0,86,232.0,10.0
185.0,67.0,64,147.0,8.0
185.0,67.0,4,9.0,0.0
170.0,69.0,39,79.0,0.0
170.0,69.0,105,267.0,1.0
170.0,69.0,2,6.0,0.0
170.0,69.0,40,100.0,0.0
170.0,69.0,81,231.0,0.0
170.0,69.0,21,32.0,0.0
170.0,69.0,85,229.0,0.0
170.0,69.0,120,279.0,1.0
170.0,69.0,12,32.0,0.0
170.0,69.0,20,28.0,0.0
170.0,69.0,16,17.0,1.0
170.0,69.0,20,30.0,0.0
195.0,72.0,15,53.0,0.0
195.0,72.0,20,75.0,0.0
195.0,72.0,158,567.0,17.0
195.0,72.0,134,512.0,8.0
195.0,72.0,159,608.0,11.0
195.0,72.0,132,474.0,9.0
195.0,72.0,9,11.0,0.0
195.0,72.0,84,226.0,1.0
195.0,72.0,21,22.0,0.0
195.0,72.0,14,27.0,0.0
165.0,72.0,81,136.0,2.0
165.0,72.0,7,4.0,0.0
165.0,72.0,13,15.0,0.0
165.0,72.0,14,34.0,0.0
165.0,72.0,96,340.0,13.0
165.0,72.0,141,546.0,22.0
165.0,72.0,153,586.0,36.0
165.0,72.0,73,261.0,16.0
165.0,72.0,83,300.0,10.0
165.0,72.0,20,65.0,0.0
165.0,72.0,52,126.0,1.0
165.0,72.0,22,62.0,1.0
165.0,72.0,24,31.0,0.0
175.0,71.0,7,25.0,0.0
175.0,71.0,29,118.0,1.0
175.0,71.0,7,27.0,0.0
185.0,72.0,10,14.0,0.0
185.0,72.0,80,177.0,1.0
185.0,72.0,77,207.0,1.0
185.0,72.0,88,256.0,6.0
185.0,72.0,111,357.0,6.0
185.0,72.0,10,32.0,0.0
185.0,72.0,72,226.0,4.0
185.0,72.0,86,271.0,2.0
185.0,72.0,99,269.0,0.0
185.0,72.0,62,190.0,3.0
185.0,72.0,13,17.0,0.0
185.0,72.0,1,2.0,0.0
165.0,67.0,3,1.0,0.0
165.0,67.0,10,30.0,0.0
165.0,67.0,8,19.0,0.0
165.0,67.0,124,411.0,2.0
165.0,67.0,100,292.0,1.0
172.0,69.0,1,4.0,0.0
159.0,70.0,9,6.0,0.0
159.0,70.0,6,0.0,0.0
145.0,70.0,2,0.0,0.0
145.0,70.0,53,25.0,0.0
145.0,70.0,52,35.0,0.0
145.0,70.0,5,3.0,0.0
145.0,70.0,21,7.0,0.0
175.0,72.0,3,6.0,0.0
175.0,72.0,4,5.0,0.0
175.0,72.0,12,32.0,1.0
175.0,72.0,157,472.0,12.0
175.0,72.0,147,443.0,8.0
175.0,72.0,147,485.0,7.0
175.0,72.0,153,504.0,7.0
175.0,72.0,130,297.0,4.0
175.0,72.0,141,463.0,7.0
175.0,72.0,111,298.0,3.0
175.0,72.0,119,409.0,5.0
175.0,72.0,137,415.0,3.0
175.0,72.0,98,267.0,1.0
175.0,72.0,25,40.0,0.0
168.0,70.0,87,256.0,0.0
168.0,70.0,109,329.0,0.0
168.0,70.0,39,40.0,0.0
168.0,70.0,67,157.0,0.0
168.0,70.0,73,189.0,0.0
168.0,70.0,57,99.0,0.0
168.0,70.0,5,8.0,0.0
168.0,70.0,5,9.0,0.0
200.0,71.0,8,23.0,0.0
200.0,71.0,31,60.0,0.0
200.0,71.0,24,57.0,1.0
200.0,71.0,122,299.0,14.0
200.0,71.0,103,320.0,11.0
200.0,71.0,103,314.0,14.0
200.0,71.0,132,431.0,17.0
200.0,71.0,96,301.0,8.0
200.0,71.0,102,299.0,13.0
200.0,71.0,106,259.0,2.0
200.0,71.0,32,46.0,1.0
200.0,71.0,1,4.0,0.0
140.0,66.0,1,4.0,0.0
205.0,72.0,12,28.0,0.0
205.0,72.0,95,309.0,7.0
205.0,72.0,91,334.0,5.0
205.0,72.0,17,53.0,1.0
205.0,72.0,62,159.0,5.0
205.0,72.0,1,1.0,0.0
205.0,72.0,101,307.0,10.0
205.0,72.0,115,335.0,8.0
205.0,72.0,82,255.0,6.0
205.0,72.0,34,82.0,2.0
205.0,72.0,73,167.0,3.0
177.0,71.0,6,5.0,0.0
177.0,71.0,2,1.0,0.0
177.0,71.0,16,19.0,0.0
177.0,71.0,5,9.0,0.0
177.0,71.0,19,35.0,0.0
177.0,71.0,27,38.0,0.0
177.0,71.0,14,11.0,1.0
177.0,71.0,3,1.0,0.0
177.0,71.0,8,7.0,0.0
160.0,70.0,4,15.0,0.0
200.0,72.0,5,15.0,0.0
200.0,72.0,92,267.0,2.0
200.0,72.0,77,215.0,2.0
200.0,72.0,100,322.0,2.0
200.0,72.0,112,353.0,4.0
200.0,72.0,34,84.0,0.0
200.0,72.0,22,48.0,0.0
200.0,72.0,2,6.0,0.0
140.0,66.0,17,73.0,0.0
185.0,71.0,1,1.0,0.0
185.0,71.0,54,37.0,1.0
185.0,71.0,38,68.0,1.0
185.0,71.0,22,66.0,1.0
185.0,71.0,97,295.0,4.0
185.0,71.0,86,240.0,6.0
185.0,71.0,90,308.0,8.0
185.0,71.0,121,460.0,4.0
185.0,71.0,35,104.0,1.0
185.0,71.0,39,120.0,0.0
185.0,71.0,24,46.0,1.0
185.0,71.0,5,0.0,0.0
180.0,72.0,1,0.0,0.0
210.0,74.0,37,1.0,0.0
210.0,74.0,3,0.0,0.0
200.0,75.0,7,4.0,0.0
200.0,73.0,32,114.0,0.0
200.0,73.0,124,446.0,1.0
200.0,73.0,150,589.0,4.0
200.0,73.0,153,599.0,1.0
200.0,73.0,145,548.0,4.0
200.0,73.0,141,511.0,1.0
200.0,73.0,135,512.0,6.0
200.0,73.0,130,486.0,4.0
200.0,73.0,151,561.0,6.0
200.0,73.0,42,110.0,1.0
200.0,73.0,25,60.0,0.0
190.0,74.0,17,19.0,0.0
190.0,74.0,6,5.0,0.0
190.0,74.0,34,53.0,0.0
190.0,74.0,7,8.0,0.0
190.0,74.0,7,5.0,0.0
175.0,72.0,24,20.0,0.0
175.0,72.0,38,18.0,0.0
175.0,72.0,27,4.0,0.0
175.0,72.0,19,2.0,0.0
180.0,73.0,17,20.0,0.0
173.0,71.0,35,89.0,0.0
220.0,74.0,8,3.0,0.0
220.0,74.0,22,47.0,0.0
220.0,74.0,115,246.0,4.0
220.0,74.0,88,199.0,9.0
220.0,74.0,55,174.0,9.0
220.0,74.0,84,156.0,10.0
220.0,74.0,37,84.0,4.0
220.0,74.0,87,189.0,6.0
220.0,74.0,20,45.0,0.0
220.0,74.0,84,276.0,13.0
220.0,74.0,57,203.0,3.0
220.0,74.0,40,120.0,5.0
220.0,74.0,102,341.0,12.0
175.0,72.0,10,30.0,0.0
185.0,75.0,25,4.0,0.0
195.0,71.0,67,159.0,4.0
195.0,71.0,74,206.0,3.0
195.0,71.0,27,30.0,1.0
200.0,70.0,1,3.0,0.0
200.0,70.0,1,1.0,0.0
170.0,71.0,27,25.0,0.0
170.0,71.0,32,30.0,0.0
170.0,71.0,7,4.0,0.0
170.0,71.0,20,31.0,0.0
170.0,71.0,38,45.0,0.0
170.0,71.0,37,34.0,0.0
170.0,71.0,31,79.0,0.0
170.0,71.0,35,76.0,0.0
170.0,71.0,40,69.0,0.0
170.0,71.0,44,44.0,0.0
158.0,69.0,7,9.0,0.0
158.0,69.0,117,367.0,0.0
158.0,69.0,142,510.0,1.0
158.0,69.0,106,328.0,1.0
158.0,69.0,76,230.0,0.0
180.0,72.0,55,137.0,3.0
180.0,72.0,19,35.0,1.0
180.0,72.0,99,276.0,2.0
180.0,72.0,18,35.0,0.0
180.0,72.0,39,90.0,0.0
180.0,72.0,104,258.0,2.0
180.0,72.0,12,7.0,0.0
180.0,72.0,39,96.0,5.0
180.0,72.0,90,248.0,6.0
180.0,72.0,114,297.0,1.0
180.0,72.0,62,71.0,0.0
180.0,72.0,22,43.0,0.0
180.0,72.0,29,27.0,1.0
180.0,72.0,64,123.0,0.0
180.0,72.0,74,156.0,2.0
180.0,72.0,59,80.0,1.0
180.0,72.0,71,138.0,3.0
198.0,74.0,1,1.0,0.0
198.0,74.0,8,17.0,0.0
198.0,74.0,3,3.0,0.0
198.0,74.0,3,3.0,1.0
210.0,75.0,8,16.0,0.0
210.0,75.0,29,63.0,1.0
210.0,75.0,31,84.0,2.0
210.0,75.0,28,58.0,0.0
190.0,75.0,18,0.0,0.0
190.0,75.0,39,0.0,0.0
190.0,71.0,4,3.0,0.0
190.0,69.0,3,7.0,0.0
180.0,71.0,82,258.0,0.0
180.0,71.0,9,22.0,0.0
180.0,71.0,54,174.0,0.0
160.0,71.0,3,2.0,0.0
160.0,71.0,6,15.0,0.0
160.0,71.0,66,134.0,2.0
160.0,71.0,81,138.0,1.0
160.0,71.0,100,190.0,2.0
160.0,71.0,37,47.0,1.0
160.0,71.0,18,24.0,0.0
190.0,71.0,18,34.0,0.0
175.0,71.0,21,24.0,0.0
235.0,77.0,6,8.0,0.0
235.0,77.0,6,2.0,0.0
235.0,77.0,27,0.0,0.0
235.0,77.0,34,31.0,1.0
235.0,77.0,34,45.0,2.0
235.0,77.0,35,77.0,1.0
235.0,77.0,14,28.0,1.0
235.0,77.0,29,18.0,0.0
215.0,75.0,21,46.0,0.0
215.0,75.0,48,138.0,3.0
215.0,75.0,109,349.0,15.0
215.0,75.0,134,445.0,15.0
215.0,75.0,112,387.0,5.0
215.0,75.0,141,538.0,21.0
215.0,75.0,116,484.0,27.0
215.0,75.0,139,579.0,40.0
215.0,75.0,159,633.0,31.0
215.0,75.0,151,561.0,26.0
215.0,75.0,161,662.0,22.0
215.0,75.0,151,593.0,34.0
215.0,75.0,125,461.0,16.0
215.0,75.0,30,114.0,7.0
215.0,75.0,107,391.0,12.0
180.0,72.0,33,49.0,0.0
180.0,72.0,37,81.0,0.0
180.0,72.0,40,116.0,0.0
180.0,72.0,25,52.0,0.0
180.0,72.0,26,51.0,0.0
180.0,72.0,20,15.0,0.0
180.0,72.0,1,1.0,0.0
160.0,70.0,1,3.0,0.0
170.0,71.0,17,5.0,0.0
170.0,71.0,13,1.0,0.0
230.0,75.0,30,1.0,0.0
230.0,75.0,44,0.0,0.0
230.0,75.0,73,1.0,0.0
230.0,75.0,47,11.0,0.0
170.0,70.0,10,46.0,0.0
170.0,70.0,38,173.0,0.0
170.0,70.0,43,187.0,0.0
170.0,70.0,51,201.0,0.0
170.0,70.0,32,139.0,0.0
195.0,75.0,4,0.0,0.0
195.0,75.0,13,10.0,0.0
195.0,75.0,31,48.0,0.0
195.0,75.0,8,16.0,0.0
195.0,75.0,19,10.0,0.0
195.0,75.0,33,70.0,0.0
195.0,75.0,36,43.0,0.0
195.0,75.0,39,46.0,0.0
195.0,75.0,2,0.0,0.0
195.0,75.0,19,24.0,0.0
195.0,75.0,19,3.0,0.0
195.0,75.0,40,10.0,0.0
195.0,75.0,50,2.0,0.0
171.0,73.0,5,4.0,0.0
171.0,73.0,23,9.0,0.0
140.0,68.0,137,522.0,2.0
140.0,68.0,126,530.0,1.0
140.0,68.0,134,535.0,0.0
140.0,68.0,130,549.0,7.0
140.0,68.0,133,589.0,7.0
140.0,68.0,121,500.0,1.0
140.0,68.0,152,649.0,8.0
140.0,68.0,128,528.0,4.0
140.0,68.0,130,525.0,3.0
140.0,68.0,117,466.0,0.0
140.0,68.0,59,258.0,0.0
140.0,68.0,12,46.0,0.0
140.0,68.0,4,9.0,0.0
215.0,77.0,6,6.0,0.0
215.0,77.0,13,0.0,0.0
215.0,77.0,4,2.0,0.0
180.0,72.0,1,2.0,0.0
170.0,70.0,47,69.0,0.0
170.0,70.0,13,11.0,0.0
157.0,69.0,43,164.0,0.0
157.0,69.0,133,469.0,0.0
157.0,69.0,92,310.0,1.0
157.0,69.0,125,478.0,2.0
157.0,69.0,137,550.0,4.0
157.0,69.0,147,632.0,3.0
157.0,69.0,150,614.0,5.0
157.0,69.0,123,499.0,0.0
157.0,69.0,89,282.0,0.0
157.0,69.0,66,126.0,0.0
157.0,69.0,42,68.0,2.0
180.0,72.0,38,75.0,1.0
180.0,72.0,5,2.0,0.0
190.0,76.0,47,131.0,2.0
190.0,76.0,16,34.0,0.0
190.0,76.0,83,287.0,9.0
190.0,76.0,139,478.0,15.0
190.0,76.0,67,206.0,5.0
190.0,76.0,23,66.0,0.0
190.0,76.0,17,25.0,0.0
185.0,71.0,100,211.0,1.0
185.0,71.0,50,123.0,3.0
185.0,71.0,134,443.0,13.0
185.0,71.0,150,555.0,4.0
185.0,71.0,149,546.0,4.0
185.0,71.0,162,613.0,6.0
185.0,71.0,155,610.0,21.0
185.0,71.0,114,437.0,6.0
185.0,71.0,141,553.0,22.0
185.0,71.0,162,605.0,15.0
185.0,71.0,162,619.0,22.0
185.0,71.0,160,646.0,20.0
185.0,71.0,160,639.0,16.0
185.0,71.0,101,377.0,8.0
185.0,71.0,155,617.0,20.0
185.0,71.0,145,577.0,15.0
185.0,71.0,153,628.0,15.0
185.0,71.0,156,633.0,24.0
185.0,71.0,155,590.0,26.0
185.0,71.0,145,548.0,21.0
185.0,71.0,141,517.0,10.0
185.0,73.0,6,9.0,0.0
150.0,69.0,1,0.0,0.0
160.0,69.0,4,9.0,0.0
205.0,74.0,2,2.0,0.0
205.0,74.0,66,171.0,0.0
205.0,74.0,137,382.0,3.0
205.0,74.0,83,258.0,1.0
205.0,74.0,18,26.0,0.0
205.0,74.0,121,346.0,3.0
205.0,74.0,11,32.0,0.0
205.0,74.0,78,192.0,0.0
205.0,74.0,138,493.0,12.0
205.0,74.0,120,343.0,4.0
205.0,74.0,111,272.0,3.0
205.0,74.0,127,273.0,1.0
205.0,74.0,42,61.0,0.0
205.0,74.0,97,184.0,2.0
205.0,74.0,66,116.0,0.0
185.0,72.0,109,298.0,9.0
185.0,72.0,68,182.0,2.0
185.0,72.0,42,102.0,1.0
185.0,72.0,79,191.0,4.0
185.0,72.0,33,80.0,2.0
185.0,72.0,19,37.0,0.0
185.0,72.0,15,26.0,0.0
185.0,72.0,17,33.0,0.0
205.0,74.0,1,0.0,0.0
170.0,70.0,4,2.0,0.0
170.0,70.0,5,8.0,0.0
170.0,70.0,2,5.0,0.0
170.0,70.0,29,30.0,0.0
170.0,70.0,2,0.0,0.0
230.0,73.0,6,17.0,0.0
230.0,73.0,10,33.0,0.0
230.0,73.0,21,72.0,2.0
230.0,73.0,20,72.0,1.0
230.0,73.0,154,570.0,21.0
230.0,73.0,8,14.0,0.0
230.0,73.0,47,92.0,4.0
230.0,73.0,31,87.0,4.0
230.0,73.0,47,101.0,7.0
230.0,73.0,78,222.0,9.0
230.0,73.0,114,294.0,20.0
230.0,73.0,64,164.0,8.0
190.0,72.0,6,6.0,0.0
190.0,72.0,32,38.0,0.0
190.0,72.0,14,6.0,0.0
195.0,76.0,50,3.0,0.0
195.0,76.0,52,14.0,0.0
195.0,76.0,46,58.0,0.0
195.0,76.0,33,73.0,0.0
195.0,76.0,36,71.0,0.0
195.0,76.0,40,93.0,0.0
195.0,76.0,36,67.0,0.0
195.0,76.0,33,65.0,0.0
195.0,76.0,34,59.0,0.0
195.0,76.0,36,56.0,0.0
195.0,73.0,12,33.0,1.0
195.0,73.0,27,37.0,0.0
195.0,73.0,11,24.0,1.0
195.0,73.0,116,349.0,6.0
195.0,73.0,133,469.0,5.0
195.0,73.0,81,280.0,3.0
195.0,73.0,16,31.0,0.0
195.0,73.0,1,5.0,0.0
195.0,73.0,3,3.0,0.0
165.0,71.0,1,3.0,0.0
165.0,71.0,11,8.0,0.0
165.0,71.0,8,21.0,0.0
165.0,71.0,22,31.0,0.0
165.0,71.0,66,129.0,0.0
165.0,71.0,2,3.0,0.0
165.0,71.0,38,76.0,0.0
165.0,71.0,66,155.0,0.0
165.0,71.0,20,46.0,0.0
165.0,71.0,5,7.0,0.0
165.0,71.0,4,9.0,0.0
180.0,71.0,10,27.0,0.0
180.0,71.0,21,35.0,0.0
180.0,71.0,8,6.0,0.0
200.0,74.0,8,0.0,0.0
175.0,72.0,5,12.0,0.0
175.0,72.0,145,550.0,6.0
175.0,72.0,65,134.0,0.0
175.0,72.0,104,333.0,2.0
175.0,72.0,17,41.0,0.0
175.0,72.0,15,23.0,0.0
185.0,71.0,2,2.0,0.0
180.0,76.0,54,0.0,0.0
180.0,76.0,55,0.0,0.0
180.0,76.0,51,0.0,0.0
180.0,76.0,53,0.0,0.0
180.0,76.0,32,6.0,0.0
180.0,76.0,12,20.0,0.0
180.0,76.0,35,56.0,0.0
195.0,70.0,17,50.0,1.0
150.0,69.0,25,106.0,0.0
170.0,71.0,1,1.0,0.0
126.0,69.0,29,152.0,0.0
126.0,69.0,16,76.0,0.0
126.0,69.0,3,12.0,0.0
190.0,73.0,1,2.0,0.0
190.0,73.0,4,6.0,0.0
213.0,71.0,9,22.0,0.0
213.0,71.0,41,75.0,0.0
213.0,71.0,38,58.0,0.0
213.0,71.0,34,41.0,0.0
213.0,71.0,12,11.0,0.0
185.0,70.0,10,40.0,0.0
185.0,70.0,137,476.0,1.0
185.0,70.0,122,413.0,2.0
185.0,70.0,100,343.0,1.0
185.0,70.0,104,367.0,0.0
185.0,70.0,125,447.0,2.0
185.0,70.0,107,369.0,1.0
185.0,70.0,47,131.0,0.0
185.0,70.0,19,47.0,0.0
195.0,72.0,36,19.0,2.0
195.0,72.0,4,1.0,0.0
195.0,72.0,16,7.0,0.0
240.0,79.0,36,10.0,0.0
240.0,79.0,42,4.0,1.0
240.0,79.0,29,4.0,0.0
190.0,71.0,11,6.0,0.0
190.0,71.0,16,3.0,0.0
190.0,71.0,47,26.0,0.0
165.0,67.0,7,11.0,0.0
165.0,67.0,41,133.0,1.0
165.0,67.0,59,127.0,0.0
187.0,68.0,2,7.0,0.0
187.0,68.0,3,9.0,0.0
187.0,68.0,2,1.0,0.0
170.0,68.0,2,3.0,0.0
195.0,74.0,6,9.0,0.0
195.0,74.0,40,56.0,0.0
195.0,74.0,22,33.0,0.0
195.0,74.0,4,2.0,0.0
195.0,72.0,15,10.0,0.0
195.0,72.0,7,5.0,0.0
180.0,72.0,3,2.0,0.0
165.0,68.0,91,294.0,2.0
165.0,68.0,105,368.0,4.0
165.0,68.0,122,400.0,0.0
165.0,68.0,117,372.0,0.0
165.0,68.0,126,472.0,6.0
165.0,68.0,129,475.0,3.0
165.0,68.0,130,441.0,10.0
165.0,68.0,130,497.0,5.0
165.0,68.0,114,409.0,5.0
165.0,68.0,117,391.0,4.0
165.0,68.0,97,253.0,1.0
165.0,68.0,60,122.0,1.0
188.0,74.0,3,8.0,0.0
155.0,69.0,1,1.0,0.0
155.0,69.0,12,44.0,0.0
155.0,69.0,18,57.0,0.0
180.0,71.0,155,587.0,25.0
180.0,71.0,116,431.0,12.0
180.0,71.0,146,572.0,16.0
180.0,71.0,152,587.0,12.0
180.0,71.0,35,114.0,1.0
200.0,73.0,38,57.0,0.0
200.0,73.0,39,92.0,0.0
200.0,73.0,26,28.0,0.0
200.0,73.0,2,0.0,0.0
175.0,73.0,5,0.0,0.0
175.0,70.0,3,3.0,1.0
180.0,69.0,4,14.0,0.0
155.0,72.0,47,48.0,0.0
190.0,74.0,29,75.0,2.0
168.0,71.0,6,5.0,0.0
